GameId	Region	GameTitle	Update	Firmware	Link
PCSE00893	US	Tokyo Xanadu	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00893/PCSE00893_T0/15bc151dbd6406c2/UP1024-PCSE00893_00-TOKYOXANADUNPDRM-A0101-V0100-eb3e279116a418a002cfd696bfb1d91b3f3f0bc4-PE.pkg
PCSE00895	US	NightCry	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00895/PCSE00895_T0/f7bf4f5d03d909c9/UP0969-PCSE00895_00-NIGHTCRY00000000-A0101-V0100-a3db45c5b95656e48c7c4e95f8cfca195163ce9c-PE.pkg
PCSE00896	US	The Legend of Heroes: Trails of Cold Steel II	1.01	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00896/PCSE00896_T1/bca3e75a82d474fb/UP1023-PCSE00896_00-EDSENNOKISEKI2ND-A0101-V0101-f57c7f362c8bd08cc35f3e9d10db567ea4830225-PE.pkg
PCSE00901	US	Dex	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00901/PCSE00901_T0/6ce08e8cd7bc4bbe/UP1340-PCSE00901_00-DEXPSVITASCEA000-A0101-V0100-6495307d021646eec94b449a4fd6e9f339667c88-PE.pkg
PCSE00903	US	Sword Art Online: Hollow Realization	1.01	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00903/PCSE00903_T9/71c2fefebc7150fa/UP0700-PCSE00903_00-SWORDARTHR0000US-A0101-V0100-b8f9ec41512160c5fd9f45e1d03af8995fbfeb1c-PE.pkg
PCSE00903	US	Sword Art Online: Hollow Realization	3.2	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00903/PCSE00903_T9/71c2fefebc7150fa/UP0700-PCSE00903_00-SWORDARTHR0000US-A0320-V0100-b37586ea140e7c5ce7b749954835f35f3c4da216-PE.pkg
PCSE00910	US	Volume	1.01	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00910/PCSE00910_T0/6f55f2a7bb718225/UP0438-PCSE00910_00-0000000000000001-A0101-V0100-0985d8264e166344565a083751894899a7b16a9b-PE.pkg
PCSE00913	US	Volgarr the Viking	1.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00913/PCSE00913_T7/b9dbd28c8de36505/UP1523-PCSE00913_00-VOLGARRTHEVIKING-A0103-V0100-f5b1404a555d024828bc3a9e98d717abafae339c-PE.pkg
PCSE00914	US	99Vidas	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00914/PCSE00914_T3/83deed33d7ca4357/UP2158-PCSE00914_00-99VIDASPSV160328-A0102-V0100-2f25b4c1fa92b0b657ab72eb92cf2e6617f72878-PE.pkg
PCSE00915	US	Mobile Suit Gundam: Extreme VS-Force	1.03	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00915/PCSE00915_T1/59ca8e9399971ccb/UP0700-PCSE00915_00-VSTA000000000000-A0103-V0100-a154965e8906f8b60f43b0d1ecca3803346e76cf-PE.pkg
PCSE00915	US	Mobile Suit Gundam: Extreme VS-Force	1.04	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00915/PCSE00915_T1/59ca8e9399971ccb/UP0700-PCSE00915_00-VSTA000000000000-A0104-V0100-0a973233706c4b2cf2d98446e2930bc037089bb5-PE.pkg
PCSE00919	US	Darkest Dungeon	1.12	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00919/PCSE00919_T11/c40bd0a8fa7ad49e/UP2619-PCSE00919_00-RHSDDPSV00000001-A0112-V0100-2c0e71f682b1157b23f50478edf455a1350489f2-PE.pkg
PCSE00919	US	Darkest Dungeon	1.15	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00919/PCSE00919_T14/056ba5fa3317d1ba/UP2619-PCSE00919_00-RHSDDPSV00000001-A0115-V0101-faa0361307d9a85cde9b3b6885c70aa98485b953-PE.pkg
PCSE00919	US	Darkest Dungeon	1.16	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00919/PCSE00919_T15/56c2a1c02bc47fc7/UP2619-PCSE00919_00-RHSDDPSV00000001-A0116-V0100-a7831cfae777a1bdea2479273c3c85ad2fbdfb32-PE.pkg
PCSE00928	US	Fate/Extella: The Umbral Star	1.01	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00928/PCSE00928_T0/2f0856d041700179/UP1023-PCSE00928_00-FATEEXTELLA00000-A0101-V0100-65e3b7b6b2e04daf3aeaca001b8094afe52d35d8-PE.pkg
PCSE00929	US	Stranded: A Mars Adventure	1.03	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00929/PCSE00929_T2/2ac35c388bab6372/UP1807-PCSE00929_00-STRANDED00001000-A0103-V0100-c9b97c2d3ffd48032506c4ad921425bed547fe19-PE.pkg
PCSE00930	US	Bard's Gold	1.01	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00930/PCSE00930_T0/ffcf4203172afb6f/UP1626-PCSE00930_00-BARDSGOLDGAME000-A0101-V0100-334367a6b442361bd3f4ec44db481c8760cdab70-PE.pkg
PCSE00938	US	Wanderjahr TryAgainOrWalkAway	1.01	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00938/PCSE00938_T0/bf58f7cb152eaf1f/UP4252-PCSE00938_00-WDJRFULLGAME0001-A0101-V0100-cacd805e6d92e3bfd628b3a5e17973254dda34ce-PE.pkg
PCSE00940	US	Toukiden 2	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00940/PCSE00940_T3/f5220dfa21a4ccbe/UP4108-PCSE00940_00-TOUKIDEN20000000-A0101-V0101-a68652b38be7616d62f56c6279cde503661a510e-PE.pkg
PCSE00940	US	Toukiden 2	1.03	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00940/PCSE00940_T3/f5220dfa21a4ccbe/UP4108-PCSE00940_00-TOUKIDEN20000000-A0103-V0101-874190b29a7dfdd1a501c545739c978e443afc6b-PE.pkg
PCSE00941	US	Exile's End	1.01	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00941/PCSE00941_T0/3d7819d0ff8af781/UP1023-PCSE00941_00-0000000000000000-A0101-V0100-e43f83996e39ea6514aa5a6e0152620cf66f8b0b-PE.pkg
PCSE00942	US	SuperMagical	1.03	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00942/PCSE00942_T1/db4082c4c1aa466c/UP1807-PCSE00942_00-SUPERMAGICAL1000-A0103-V0100-628a9e1deadea5d6421b8f249e7bcba918456faf-PE.pkg
PCSE00944	US	Dungeon Punks	1.01	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00944/PCSE00944_T0/cac4591f54ca74fe/UP0873-PCSE00944_00-DUNGEONPUNKS0003-A0101-V0100-f20e70a2c95a5aa7b8d44aacec30809041fc70b3-PE.pkg
PCSE00948	US	VALKYRIE DRIVE -BHIKKHUNI-	1.01	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00948/PCSE00948_T1/c2f87d33a50a9b0b/UP4293-PCSE00948_00-APP0000000000000-A0101-V0100-1c3e4568551652fe570e0fb30b0212a32df7cd9a-PE.pkg
PCSE00948	US	VALKYRIE DRIVE -BHIKKHUNI-	1.02	3.6	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00948/PCSE00948_T1/c2f87d33a50a9b0b/UP4293-PCSE00948_00-APP0000000000000-A0102-V0100-950a688b0958fdb525d827bbd5f7724208f7f384-PE.pkg
PCSE00949	US	Steins;Gate 0	1.02	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00949/PCSE00949_T1/8d35c02407d60d2e/UP4293-PCSE00949_00-STEINSGATEZEROPV-A0102-V0100-411b96f1e503752f675917ee1e37fe22fe1844a5-PE.pkg
PCSE00950	US	Shantae: Half-Genie Hero	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00950/PCSE00950_T4/01473eb5e044bd25/UP1023-PCSE00950_00-SHANTAEHALFGENIE-A0101-V0100-1804464e81f80933673cfedd68e6ab75542fdcb3-PE.pkg
PCSE00950	US	Shantae: Half-Genie Hero	1.04	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00950/PCSE00950_T4/01473eb5e044bd25/UP1023-PCSE00950_00-SHANTAEHALFGENIE-A0104-V0100-534550730660435c91c956f2b4db3b8be82012f5-PE.pkg
PCSE00950	US	Shantae: Half-Genie Hero	1.05	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00950/PCSE00950_T6/40cae8549d8ac5ed/UP1023-PCSE00950_00-SHANTAEHALFGENIE-A0105-V0100-15e203e137fa5ede8e4b563dbc623f56f57ec204-PE.pkg
PCSE00955	US	Fallen Legion: Flames of Rebellion	1.08	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00955/PCSE00955_T7/ac799976c100c3fd/UP0704-PCSE00955_00-FALLENLEGIONVITA-A0108-V0100-0b70d4d291896af0b72575cb1adaabd64a8cfee4-PE.pkg
PCSE00955	US	Fallen Legion: Flames of Rebellion	1.09	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00955/PCSE00955_T8/597a8ea73a826cb9/UP0704-PCSE00955_00-FALLENLEGIONVITA-A0109-V0100-cb387dd6d4f4ad74ae8598107f657d9efa53f314-PE.pkg
PCSE00955	US	Fallen Legion: Flames of Rebellion	1.1	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00955/PCSE00955_T9/bf0177e4c5a42ef0/UP0704-PCSE00955_00-FALLENLEGIONVITA-A0110-V0100-1027639393d356246474f18874d473a9076e0f7f-PE.pkg
PCSE00956	US	Mercenary Kings Reloaded	1.03	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00956/PCSE00956_T1/fa227b54d81d495c/UP2114-PCSE00956_00-MERCENARYKINGS00-A0103-V0100-03b5e2c0d3fc68b815feddb52e6e870bc4420d9f-PE.pkg
PCSE00956	US	Mercenary Kings Reloaded	1.04	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00956/PCSE00956_T2/b830c5196177ed46/UP2114-PCSE00956_00-MERCENARYKINGS00-A0104-V0100-7846f0651a5909ab03e04eda881246f9d0232005-PE.pkg
PCSE00958	US	GAROU: MARK OF THE WOLVES	1.02	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00958/PCSE00958_T1/48006053eadd2799/UP0576-PCSE00958_00-GAROU00000000PSV-A0102-V0100-4c9bf02ca791e818f671dc3163ef913a59fe187a-PE.pkg
PCSE00963	US	Root Letter	1.01	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00963/PCSE00963_T0/ca84b9e257ca2907/UP4293-PCSE00963_00-PKG000000000GAME-A0101-V0100-04ab8c77d531628d299c4f077c26266ac6587c77-PE.pkg
PCSE00964	US	Talisman: Digital Edition	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00964/PCSE00964_T0/7d283f2bbee80279/UP2719-PCSE00964_00-TALISMANDIGIEDIT-A0101-V0100-78f60965b10af54ece90c010583db28f8a37141a-PE.pkg
PCSE00971	US	Deadbolt	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00971/PCSE00971_T1/a2514961f6cda680/UP0341-PCSE00971_00-DEADBOLT00000000-A0102-V0100-b4c0ddce4f5c5d9feb379ead62ca2df639a4291a-PE.pkg
PCSE00974	US	Slain: Back from Hell	1.02	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00974/PCSE00974_T1/4fbd5d6145520c26/UP2187-PCSE00974_00-0000000000000000-A0102-V0100-0f888880fc7a027f7588afa0ea95d0706301daeb-PE.pkg
PCSE00992	US	The Bard's Tale: Remastered and Resnarkled	1.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE00992/PCSE00992_T2/86b426ad8a55c540/UP2028-PCSE00992_00-THEBARDSTALERNRD-A0103-V0101-4d455107403cc852cb2d732d49f4df0e47cc37af-PE.pkg
PCSE01000	US	Full Throttle Remastered	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01000/PCSE01000_T0/34f026cd781d8358/UP2154-PCSE01000_00-FULLTHROTTLEVTUS-A0101-V0100-be95d6c8d0b650d66935f0afc5a6fa0303dd0301-PE.pkg
PCSE01005	US	Demetrios - The BIG Cynical Adventure	1.01	3.61	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01005/PCSE01005_T0/e5c211f3dafa684a/UP1778-PCSE01005_00-DEMETRIOS0000000-A0101-V0100-5ef8903ff221a637417bbc67ca013eb81c230904-PE.pkg
PCSE01006	US	Zero Escape: The Nonary Games	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01006/PCSE01006_T0/1511cd17020b025b/UP1024-PCSE01006_00-ZEROESCAPE999ZEN-A0101-V0100-b2dc194410ea3904d5c4e93db9fe65ea6a1668ef-PE.pkg
PCSE01010	US	Lichtspeer	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01010/PCSE01010_T0/24cec7c98f200ee7/UP2764-PCSE01010_00-LICHTSPEERGAME00-A0101-V0100-f285ec42e2715be63875084da14026207a642eae-PE.pkg
PCSE01016	US	Siralim 2	1.09	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01016/PCSE01016_T7/d76f7c0e7b3279e4/UP1161-PCSE01016_00-VITASIRALIM20000-A0109-V0100-1da8b5640530f4d883c38066a087b8c9e34b5857-PE.pkg
PCSE01019	US	Bodycheck	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01019/PCSE01019_T0/f229374b3ffe57a2/UP3843-PCSE01019_00-BODYCHECKTHEGAME-A0101-V0100-0937da6bde25f4a7a7f48f7bbbd050f7c2177f68-PE.pkg
PCSE01021	US	The Deer God	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01021/PCSE01021_T2/2e126b463d952296/UP1195-PCSE01021_00-THEDEERGODVITA00-A0102-V0100-ec0ef89e43138edbf2aeb595530a664ebb78f8b7-PE.pkg
PCSE01022	US	Chaos;Child	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01022/PCSE01022_T0/2c5512161d691ee7/UP4293-PCSE01022_00-CHAOSCHILDPSVUS0-A0101-V0100-0e740b32edef4bc98944a6340a2f34f835031ce3-PE.pkg
PCSE01023	US	Salt and Sanctuary	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01023/PCSE01023_T0/1e815afcaaaceb29/UP0613-PCSE01023_00-SALTSANCTUARY000-A0101-V0100-c893dc07c8e94ee0d44383da91f52fa4e3dad0ef-PE.pkg
PCSE01023	US	Salt and Sanctuary	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01023/PCSE01023_T1/8ca59810c1435743/UP0613-PCSE01023_00-SALTSANCTUARY000-A0102-V0100-99dc4635f20702687743f3052e478df22e702ebd-PE.pkg
PCSE01026	US	GOD WARS Future Past	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01026/PCSE01026_T0/2ca809aa713b413d/UP1063-PCSE01026_00-GODWARSFUTURE001-A0101-V0100-5924c1b20ab4bbb338a1479582876907f6b77e53-PE.pkg
PCSE01026	US	GOD WARS Future Past	1.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01026/PCSE01026_T2/57d71a076fb548ab/UP1063-PCSE01026_00-GODWARSFUTURE001-A0103-V0100-e1e024fc2c632bd1df9cb0b583593f6e75a18b56-PE.pkg
PCSE01026	US	GOD WARS Future Past	1.04	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01026/PCSE01026_T3/9aa4aee88ffa6320/UP1063-PCSE01026_00-GODWARSFUTURE001-A0104-V0100-e6a07368153daf05c77b9f676486184aa04e8c4c-PE.pkg
PCSE01031	US	Chasm	1.02	3.68	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01031/PCSE01031_T1/30b3df8788426ac4/UP2151-PCSE01031_00-CHASM0000000SIEA-A0102-V0100-6f12eeb90f04a3b62205a2720e8ea6b150216af5-PE.pkg
PCSE01031	US	Chasm	1.03	3.68	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01031/PCSE01031_T2/636175eada6bbefc/UP2151-PCSE01031_00-CHASM0000000SIEA-A0103-V0100-6d708dc327b0c2f639230080c573d409a7d305c4-PE.pkg
PCSE01031	US	Chasm	1.04	3.68	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01031/PCSE01031_T3/8fbc7c4589004ea2/UP2151-PCSE01031_00-CHASM0000000SIEA-A0104-V0100-a5851c38540cf0d57b708e38b3dd6f696bf0b92e-PE.pkg
PCSE01032	US	Windjammers	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01032/PCSE01032_T0/85eb342429adbc1b/UP1482-PCSE01032_00-WINDJAMMERSVITA1-A0101-V0100-c24ec5f327f2436577598cdb68baf0ea06ab8f3e-PE.pkg
PCSE01033	US	Ys Origin	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01033/PCSE01033_T1/be7a03eed3f81d53/UP1482-PCSE01033_00-DOTYSORIGINVITA1-A0101-V0100-6c8e490e0393fef12d054cf3a68247764a755fbc-PE.pkg
PCSE01033	US	Ys Origin	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01033/PCSE01033_T1/be7a03eed3f81d53/UP1482-PCSE01033_00-DOTYSORIGINVITA1-A0102-V0100-486386ba66de8f0bebaae89b4224179964868927-PE.pkg
PCSE01038	US	Vostok Inc.	1.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01038/PCSE01038_T2/f804725fefc9f8e5/UP1340-PCSE01038_00-VOSTOKINCMASTER0-A0103-V0100-869e57c4fad7ecca820babe9328a1d1c91934096-PE.pkg
PCSE01044	US	Atelier Firis: The Alchemist and the Mysterious Journey	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01044/PCSE01044_T0/398d82cc8ff3df49/UP4108-PCSE01044_00-FIRISMASTER00000-A0101-V0100-50903a2ce220e8a13ddba769f49598a0048dd303-PE.pkg
PCSE01051	US	Factotum90	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01051/PCSE01051_T0/916172ba328efc70/UP0994-PCSE01051_00-TACSFACTOTUM90US-A0101-V0100-fce1a136b3d166ca9c4a7bc32424333955d682b2-PE.pkg
PCSE01056	US	Papers, Please	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01056/PCSE01056_T1/332bb74fde38ef08/UP2879-PCSE01056_00-PAPERSPLEASE00NA-A0101-V0100-c1c152aac0865864be8b01e1616358cc206ed982-PE.pkg
PCSE01063	US	Gem Smashers	1.01	3.63	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01063/PCSE01063_T0/515841bb55dd0845/UP3515-PCSE01063_00-GEMSMASHERS3D000-A0101-V0100-f5428587ec5056104667ba05a61f1d8bfe7327f2-PE.pkg
PCSE01071	US	Accel World vs. Sword Art Online	2.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01071/PCSE01071_T1/e25aadca9e12de53/UP0700-PCSE01071_00-AWVSSAOMT0000000-A0201-V0100-d9c37da6034a819ce285ea6a33cf32526e7986e6-PE.pkg
PCSE01071	US	Accel World vs. Sword Art Online	2.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01071/PCSE01071_T1/e25aadca9e12de53/UP0700-PCSE01071_00-AWVSSAOMT0000000-A0203-V0100-bfb1d5b7dd2ddd6ea6208a7a6084b19356696c3e-PE.pkg
PCSE01074	US	Plague Road	1.03	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01074/PCSE01074_T4/5c582f2f514f3fd1/UP1594-PCSE01074_00-PLAGUEROADARCADE-A0103-V0101-140a956dde947ed6997c5ad0d1c238b731497800-PE.pkg
PCSE01080	US	METAGAL	1.01	3.69	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01080/PCSE01080_T0/efaa1a64087661b1/UP0891-PCSE01080_00-RATAGAME0METAGAL-A0101-V0100-3b46e0fc86bb93ea84eb212194f9d548a6e6f612-PE.pkg
PCSE01085	US	League of Evil	1.01	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01085/PCSE01085_T0/6275fd530a942c78/UP0891-PCSE01085_00-RATAG0LEAGUEOFEV-A0101-V0100-dc992aeabf7ea1bd3d48b74444c3115015b00402-PE.pkg
PCSE01092	US	Plantera	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01092/PCSE01092_T0/fa5d070143a77cda/UP0891-PCSE01092_00-RATAGAMEPLANTERA-A0101-V0100-9c01c6a7b329c3c8e1de3339e532745e02d9202f-PE.pkg
PCSE01093	US	Active Soccer 2 DX	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01093/PCSE01093_T0/40d0bc15fede8465/UP3645-PCSE01093_00-ACTIVESOCCER2DXA-A0101-V0100-1a9f6597dcabb11c9bdeb35fa1a22bbca46fa475-PE.pkg
PCSE01096	US	Bit Dungeon Plus	1.01	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01096/PCSE01096_T0/0488cbbe8af8f50f/UP3686-PCSE01096_00-BITDGNPLSVITAUSA-A0101-V0100-add0e987919087964bb82be0f2da2acdaf697420-PE.pkg
PCSE01098	US	Still Time	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01098/PCSE01098_T1/523a785ae1344742/UP2310-PCSE01098_00-STILLTIMESIAEPSV-A0102-V0100-8d57361da1dc9bdede3ef466861c774e47bb19a2-PE.pkg
PCSE01100	US	Danganronpa V3: Killing Harmony	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01100/PCSE01100_T0/6ff0f2dc686993e6/UP1063-PCSE01100_00-DANGANV3VITA0000-A0101-V0100-06737b49c6110aec567d2578757ba1fe553d6b89-PE.pkg
PCSE01101	US	SteamWorld Dig 2	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01101/PCSE01101_T0/2327af00ffa232a1/UP4473-PCSE01101_00-00STEAMWORLDDIG2-A0101-V0100-fbad8b98b62f85c977c46b0ccf97553e0ab1c966-PE.pkg
PCSE01103	US	Ys VIII: Lacrimosa of DANA	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01103/PCSE01103_T1/65cea8d8f114606d/UP1063-PCSE01103_00-YSVIIIGAME000000-A0101-V0100-c3cd6e5f4e3ff679441778872ff8f8c5ddf7ccc5-PE.pkg
PCSE01103	US	Ys VIII: Lacrimosa of DANA	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01103/PCSE01103_T1/65cea8d8f114606d/UP1063-PCSE01103_00-YSVIIIGAME000000-A0102-V0100-27b231aa5607b0b4d87f1e2dd34f87cd44b42467-PE.pkg
PCSE01104	US	Touhou Kobuto V: Burst Battle	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01104/PCSE01104_T0/f987c969655e18de/UP1063-PCSE01104_00-KBTVGAME00000001-A0101-V0101-868588d023e7130a122883bc819df5866f324764-PE.pkg
PCSE01104	US	Touhou Kobuto V: Burst Battle	1.02	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01104/PCSE01104_T0/f987c969655e18de/UP1063-PCSE01104_00-KBTVGAME00000001-A0102-V0100-c5901561c0a816d504a05767a2f7abc62b6d0668-PE.pkg
PCSE01112	US	The Count Lucanor	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01112/PCSE01112_T0/bf7404480d1ac73e/UP1260-PCSE01112_00-THECOUNTLUCANORM-A0101-V0100-cbd79d54d5bf5c88733e0a6d540454175507a82c-PE.pkg
PCSE01113	US	Samurai Shodown V Special	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01113/PCSE01113_T1/686eb9136f275b3e/UP0576-PCSE01113_00-SSVS000000000PSV-A0101-V0100-45185a46b6d7f4350d6d8e5a6d59a64ba5d557a5-PE.pkg
PCSE01114	US	Vegas Party	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01114/PCSE01114_T0/25ef4f9d8fa08799/UP3515-PCSE01114_00-VEGASPARTY000000-A0101-V0100-7c0581f4276f906f15a3006f41613694df9199b1-PE.pkg
PCSE01116	US	Undertale	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01116/PCSE01116_T7/c0d84ecfca7406d2/UP3893-PCSE01116_00-TFSHVCUTPSV00084-A0101-V0100-1d1f3df825bbd1517ccfc612218bb9f25ce7344f-PE.pkg
PCSE01116	US	Undertale	1.08	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01116/PCSE01116_T7/c0d84ecfca7406d2/UP3893-PCSE01116_00-TFSHVCUTPSV00084-A0108-V0100-22897bd098fd054be53de9c75e6fc02f1ed9e7ad-PE.pkg
PCSE01127	US	Sky Force Anniversary	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01127/PCSE01127_T0/21e318a6452d4061/UP4179-PCSE01127_00-SKYFORCEANNIVERS-A0101-V0100-5d14922ae8d80b86a07a2f4a23998ee171338e49-PE.pkg
PCSE01135	US	Burly Men at Sea	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01135/PCSE01135_T0/a0c9ba730a4e27a4/UP1710-PCSE01135_00-BURLYMENATSEA000-A0101-V0100-f8eed92ab8efb1624e0f4b00dd2a7f63dbd8dee2-PE.pkg
PCSE01136	US	Defender's Quest: Valley of the Forgotten DX	1.01	3.68	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01136/PCSE01136_T0/409255e1bf3eb521/UP0410-PCSE01136_00-DEFENDERSQUESTV1-A0101-V0101-2c9b568b77ef9ed2120873b9d4d8b6544f76eb0d-PE.pkg
PCSE01139	US	Yomawari: Midnight Shadows	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01139/PCSE01139_T1/bd5432088cfae4bc/UP1063-PCSE01139_00-SHINYOMAWARI0001-A0101-V0100-26cb6d1358ffbebe23469841fb191ab58dc80e0e-PE.pkg
PCSE01141	US	Demon Gaze II	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01141/PCSE01141_T0/b432190dcbf9cac4/UP1063-PCSE01141_00-DEMONGAZEPSV2017-A0101-V0100-0133cdfa73364dd5f203d64bb7a4d1b9d8025ce0-PE.pkg
PCSE01146	US	Super Hydorah	1.01	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01146/PCSE01146_T1/34847e57e7ab0500/UP3059-PCSE01146_00-0000000000000013-A0101-V0101-a0f583d6e6cfd51c208e1ef4f7cfee65fbccd4f8-PE.pkg
PCSE01148	US	Licky The Lucky Lizard Lives Again	1.05	3.65	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01148/PCSE01148_T4/b4daf4d8c8cf35a4/UP3056-PCSE01148_00-LICKYLIZARD00005-A0105-V0100-1b6c0f26f9b27eae45ca28cad904946c8d85dce0-PE.pkg
PCSE01153	US	Secret of Mana	1.01	3.67	http://gs.ww.np.dl.playstation.net/ppkg/np/PCSE01153/PCSE01153_T0/43f70e1e3bdab8e8/UP0082-PCSE01153_00-SECRETOFMANAPSV0-A0101-V0100-ad414d4f5aabaef4033a37da879e5929eb1d237e-PE.pkg
